circuit name,GBW, Gain, Pdiss, Fitness, time, performance weight, solution vector, solution path
SMC,43241200.0,86.0069,0.00635161,C2P_Simulator,2025-0521-234008,['NSGA-II'],"[8.8739092e-04 6.9093187e-07 3.4580642e-04 1.3834282e-06 2.5940801e-05
 1.5019389e-06 5.9483259e-04 5.0115460e-07 8.5277762e-04 1.8869883e-06
 2.1281384e-12]",./circuit_database/SMC/result_folder/2025-0521-234008
SMC,14690200.0,97.8411,0.000971037,C2P_Simulator,2025-0521-234008,['NSGA-II'],"[2.7345179e-04 1.7547651e-06 9.3872368e-05 1.9734398e-06 5.0731896e-06
 9.2459874e-07 7.5105968e-04 5.2913367e-07 2.0602101e-05 7.1043627e-07
 1.7179480e-12]",./circuit_database/SMC/result_folder/2025-0521-234008
SMC,15051600.0,97.7598,0.00097751,C2P_Simulator,2025-0521-234008,['NSGA-II'],"[2.7522873e-04 1.7547283e-06 1.0371034e-04 1.9662589e-06 5.1998909e-06
 9.2440524e-07 7.4813340e-04 5.1129081e-07 2.2183596e-05 6.9982048e-07
 1.7301451e-12]",./circuit_database/SMC/result_folder/2025-0521-234008
SMC,11393700.0,96.5492,0.000754848,C2P_Simulator,2025-0521-234049,['NSGA-II'],"[1.7291607e-04 1.3890547e-06 2.6627377e-04 1.1675003e-06 6.6273456e-06
 1.1749230e-06 8.2112855e-04 5.1471699e-07 3.4039988e-06 1.0308862e-06
 2.7859579e-12]",./circuit_database/SMC/result_folder/2025-0521-234049
SMC,7907390.0,98.0253,0.000377243,C2P_Simulator,2025-0521-234049,['NSGA-II'],"[8.4283172e-05 1.3901833e-06 2.6712212e-04 1.7402915e-06 4.6820878e-06
 1.1830176e-06 8.1941090e-04 5.2766160e-07 3.1365030e-06 1.0368274e-06
 2.8520391e-12]",./circuit_database/SMC/result_folder/2025-0521-234049
SMC,36522000.0,89.1821,0.00516363,C2P_Simulator,2025-0521-234049,['NSGA-II'],"[8.8744308e-04 9.2032360e-07 3.4594207e-04 1.6877067e-06 2.5712667e-05
 1.9189713e-06 6.5459451e-04 5.0094013e-07 8.7037106e-04 1.8889341e-06
 2.0578088e-12]",./circuit_database/SMC/result_folder/2025-0521-234049
SMC,13002700.0,98.6853,0.000939083,C2P_Simulator,2025-0521-234049,['NSGA-II'],"[2.7325813e-04 1.8273729e-06 9.9082485e-05 1.9833153e-06 5.1753473e-06
 9.3787685e-07 7.4933801e-04 6.8351108e-07 3.4856381e-05 1.3324118e-06
 2.0156986e-12]",./circuit_database/SMC/result_folder/2025-0521-234049
SMC,16795100.0,97.337,0.00096641,C2P_Simulator,2025-0521-234049,['NSGA-II'],"[2.6916640e-04 1.7577282e-06 2.6102774e-05 1.9998847e-06 7.1589097e-06
 9.1265463e-07 7.8852888e-04 5.2043976e-07 6.6891444e-06 6.7515231e-07
 1.6506263e-12]",./circuit_database/SMC/result_folder/2025-0521-234049
SMC,12693100.0,94.6258,0.000889914,C2P_Simulator,2025-0521-234049,['NSGA-II'],"[2.7727254e-04 1.9931663e-06 1.8804592e-05 1.6696187e-06 8.6111841e-06
 1.5788908e-06 7.5041153e-04 5.4247505e-07 1.1537521e-06 5.2659959e-07
 1.7655125e-12]",./circuit_database/SMC/result_folder/2025-0521-234049
SMC,36648600.0,90.7707,0.00532561,C2P_Simulator,2025-0521-234049,['NSGA-II'],"[9.7906264e-04 1.0016759e-06 5.0388050e-04 1.7302348e-06 8.8289480e-06
 6.2248455e-07 9.3770615e-04 5.2111164e-07 9.9984964e-04 1.7782178e-06
 1.6444999e-12]",./circuit_database/SMC/result_folder/2025-0521-234049
