circuit name,GBW, Gain, Pdiss, Fitness, time, performance weight, solution vector, solution path
AZC,508749.0,108.781,0.00636599,-3.328637413694357,2025-0521-214828,"[1, 0, -1]","[1.69322196e-12 1.56838502e-12 9.22693003e-04 1.57313377e-06
 7.60205089e-04 9.85819365e-07 4.31972536e-04 1.60046364e-06
 3.63982007e-04 1.63993298e-06 9.00965297e-06 1.72514360e-06
 9.34769503e-04 5.47634658e-07 4.78173666e+03 5.53723073e+03
 5.60310235e-04 9.63358560e-07 4.40348170e-05 1.03310639e-06
 6.11723485e-04 1.39248022e-06 3.36457205e-04 9.29664351e-07
 1.38835011e-04 1.45130539e-06 2.43551694e-04 1.64356264e-06
 2.21746301e-04 1.84756720e-06]",./circuit_database/AZC/result_folder/2025-0521-214828
AZC,528701.0,109.186,0.00642635,-3.334407739882614,2025-0521-214913,"[1, 0, -1]","[1.84581689e-12 1.62474753e-12 9.22693003e-04 1.65800458e-06
 7.60205089e-04 9.37418331e-07 4.31972536e-04 1.53932082e-06
 3.20163579e-04 1.51207033e-06 9.00965297e-06 1.77492477e-06
 9.79189312e-04 5.47634658e-07 5.44615598e+03 7.15306152e+03
 5.60310235e-04 9.63358560e-07 4.40348170e-05 1.05265340e-06
 5.76989959e-04 1.29908217e-06 3.20128505e-04 9.46323144e-07
 1.55705090e-04 1.56500512e-06 2.55177091e-04 1.64356264e-06
 2.33233293e-04 1.82124504e-06]",./circuit_database/AZC/result_folder/2025-0521-214913
AZC,602913.0,104.561,0.00799597,-3.4878547618049485,2025-0521-214955,"[1, 0, -1]","[1.68451708e-12 1.69677430e-12 9.72091275e-04 1.69213901e-06
 7.02807067e-04 8.83925601e-07 4.75649517e-04 1.56941843e-06
 3.91039118e-04 1.49479319e-06 1.18670461e-05 1.45754959e-06
 9.17761222e-04 5.43392852e-07 4.28195477e+03 7.00398728e+03
 4.67156001e-04 9.20582380e-07 4.40348170e-05 1.06269538e-06
 6.09224040e-04 1.42068444e-06 3.30350861e-04 9.19056996e-07
 1.05454203e-04 1.58345623e-06 1.83023841e-04 1.63925364e-06
 2.83603971e-04 1.73566906e-06]",./circuit_database/AZC/result_folder/2025-0521-214955
AZC,531283.0,108.199,0.00709995,-3.3525357400176934,2025-0521-214955,"[1, 0, -1]","[1.75048601e-12 1.63831842e-12 8.68584008e-04 1.60019615e-06
 6.94466261e-04 9.93132549e-07 4.96620706e-04 1.56941843e-06
 3.38439904e-04 1.44404757e-06 9.00965297e-06 1.80600966e-06
 8.03725946e-04 5.14211005e-07 4.70500933e+03 3.32630678e+03
 4.13538173e-04 9.54313490e-07 4.57293832e-05 1.15390239e-06
 6.09224040e-04 1.41817720e-06 3.38162478e-04 9.17339614e-07
 1.05859685e-04 1.56500512e-06 2.60813349e-04 1.61640086e-06
 2.62827933e-04 1.66540823e-06]",./circuit_database/AZC/result_folder/2025-0521-214955
AZC,2147860.0,95.1599,0.018023,-4.194598008817563,2025-0521-215026,"[1, 0, -1]","[1.75640470e-12 1.69677430e-12 8.67854880e-04 1.86973109e-06
 6.53100269e-04 9.55604976e-07 2.23240753e-04 1.55564299e-06
 5.02655149e-04 1.61429927e-06 2.21198051e-05 5.31152235e-07
 9.17761222e-04 5.87388278e-07 6.38231514e+03 3.58891157e+03
 3.16038032e-04 8.58739353e-07 3.84745630e-05 9.48264294e-07
 6.11904400e-04 1.60916256e-06 3.33813220e-04 1.05545640e-06
 3.89364993e-05 1.78946016e-06 1.79207863e-04 1.59781217e-06
 2.83603971e-04 1.64506641e-06]",./circuit_database/AZC/result_folder/2025-0521-215026
AZC,1990640.0,101.011,0.00618468,-3.536242804395112,2025-0521-215528,"[0, -1, 1]","[1.92682751e-12 2.38992509e-12 3.99234825e-04 5.24854338e-07
 3.02456016e-04 1.81970626e-06 3.59910280e-04 1.27575977e-06
 2.53247412e-04 1.45599572e-06 6.24428365e-04 1.64080009e-06
 9.57526619e-04 1.47232013e-06 9.00568098e+03 1.68456933e+04
 9.40554899e-04 1.32417723e-06 7.30031555e-04 8.48205126e-07
 2.59641336e-04 1.03911992e-06 4.92067888e-04 1.74536956e-06
 2.84723407e-04 9.43214208e-07 2.70422725e-06 8.80246252e-07
 4.99321607e-04 1.26629171e-06]",./circuit_database/AZC/result_folder/2025-0521-215528
AZC,1207350.0,102.046,0.00321157,-3.690815191046797,2025-0521-215703,"[0, -1, 1]","[1.92682751e-12 2.43042119e-12 3.99234825e-04 5.24854338e-07
 3.02456016e-04 1.57167051e-06 2.95767854e-04 1.33625564e-06
 1.64133751e-04 1.45599572e-06 2.68654983e-04 1.66446227e-06
 9.57526619e-04 1.99820784e-06 9.00568098e+03 1.68456933e+04
 8.38365680e-04 1.74512021e-06 8.86650930e-04 8.48205126e-07
 2.59641336e-04 1.03911992e-06 4.92067888e-04 1.22148565e-06
 2.15697971e-04 9.43214208e-07 2.70422725e-06 1.49550451e-06
 4.99321607e-04 1.26629171e-06]",./circuit_database/AZC/result_folder/2025-0521-215703
AZC,605.357,72.1954,0.000430526,-3.509600931481921,2025-0521-220303,"[0, -1, 1]","[1.23636051e-12 1.60167702e-12 4.64997446e-05 1.02407638e-06
 8.43696326e-04 1.12930948e-06 9.92257865e-04 1.42614000e-06
 1.45963325e-05 1.85561356e-06 3.07347464e-04 1.55096888e-06
 2.36959217e-04 1.89703005e-06 1.10557627e+04 4.65495452e+03
 1.91099026e-04 1.96562957e-06 6.85043261e-04 1.21029680e-06
 7.29753220e-04 1.40238130e-06 4.63474437e-04 8.75005508e-07
 1.87768319e-04 7.40461469e-07 3.08136051e-04 7.35355466e-07
 1.13508844e-04 1.38784438e-06]",./circuit_database/AZC/result_folder/2025-0521-220303
AZC,750.442,74.0632,0.00045948,-3.4923844304446026,2025-0521-220315,"[0, -1, 1]","[1.18339925e-12 1.60167702e-12 4.64997446e-05 1.00734736e-06
 8.43696326e-04 1.12930948e-06 9.92257865e-04 1.63012090e-06
 5.25788451e-05 1.94341476e-06 1.60642358e-04 1.01452307e-06
 2.34189890e-04 1.89703005e-06 1.11031047e+04 4.57976299e+03
 2.09082258e-04 1.82822587e-06 5.26977454e-04 1.29638779e-06
 7.30086612e-04 1.40238130e-06 5.62747330e-04 8.75005508e-07
 1.58944021e-04 1.35351987e-06 3.08136051e-04 7.33911174e-07
 1.39804822e-04 1.38784438e-06]",./circuit_database/AZC/result_folder/2025-0521-220315
AZC,367.818,67.869,0.000269,-3.6869806638601896,2025-0521-220546,"[0, -1, 1]","[1.11500146e-12 7.94140606e-13 3.51787068e-05 1.10323247e-06
 8.22835993e-04 1.42552895e-06 6.60450651e-04 1.58010672e-06
 3.15093229e-05 1.96410961e-06 2.71201684e-04 1.90620292e-06
 1.45790986e-04 1.93942588e-06 1.04387186e+04 5.41143600e+03
 1.15386800e-04 1.81766639e-06 6.01681238e-04 1.26698282e-06
 5.54399819e-04 1.40320338e-06 4.82119678e-04 1.18785438e-06
 1.52297822e-04 6.43502698e-07 2.97807659e-04 7.00139800e-07
 9.39114109e-05 1.77985892e-06]",./circuit_database/AZC/result_folder/2025-0521-220546
AZC,391.754,68.4166,0.000269813,-3.689160341175443,2025-0521-220607,"[0, -1, 1]","[1.05367275e-12 8.30104334e-13 3.51787068e-05 1.10323247e-06
 7.74890110e-04 1.42552895e-06 6.17155255e-04 1.41660290e-06
 3.15093229e-05 1.87407163e-06 2.78334775e-04 1.90620292e-06
 1.46368339e-04 1.93942588e-06 1.03395428e+04 5.48839589e+03
 1.15386800e-04 1.81766639e-06 6.01920634e-04 1.26698282e-06
 5.54399819e-04 1.40300622e-06 3.96433628e-04 1.18785438e-06
 1.52297822e-04 7.70054901e-07 3.01627699e-04 8.58692043e-07
 1.02460916e-04 1.74142085e-06]",./circuit_database/AZC/result_folder/2025-0521-220607
AZC,479.208,70.167,0.000277896,-3.6873076471204906,2025-0521-220617,"[0, -1, 1]","[1.05367275e-12 1.17389379e-12 3.51787068e-05 1.11337225e-06
 7.41449772e-04 1.42552895e-06 6.56123091e-04 1.53053265e-06
 3.91175675e-05 1.68744094e-06 2.78334775e-04 1.76372982e-06
 1.46368339e-04 1.88123092e-06 1.03395428e+04 5.57040858e+03
 1.20107284e-04 1.81766639e-06 5.84816562e-04 1.26698282e-06
 5.42890301e-04 1.40300622e-06 4.60176585e-04 1.16008246e-06
 1.32360171e-04 7.70054901e-07 3.01627699e-04 8.58692043e-07
 1.02460916e-04 1.83019409e-06]",./circuit_database/AZC/result_folder/2025-0521-220617
AZC,416.871,68.9564,0.000272747,-3.6878754442308646,2025-0521-220628,"[0, -1, 1]","[1.00209408e-12 8.30104334e-13 3.51822190e-05 1.08268320e-06
 7.46131171e-04 1.40396578e-06 6.52109032e-04 1.41660290e-06
 3.72498441e-05 1.96485225e-06 3.22795314e-04 1.90592113e-06
 1.46368339e-04 1.93942588e-06 1.04028335e+04 5.48839589e+03
 1.18086941e-04 1.81766639e-06 6.01920634e-04 1.28615590e-06
 5.54211960e-04 1.44313542e-06 3.96433628e-04 1.22194105e-06
 1.37759562e-04 7.70054901e-07 3.06733188e-04 8.58692043e-07
 9.98007675e-05 1.78657094e-06]",./circuit_database/AZC/result_folder/2025-0521-220628
AZC,479.719,70.1761,0.000279331,-3.685131056910168,2025-0521-220628,"[0, -1, 1]","[9.49859867e-13 9.36859442e-13 3.32129711e-05 1.10323247e-06
 7.74890110e-04 1.39043052e-06 6.17155255e-04 1.52227156e-06
 3.15093229e-05 1.79399692e-06 2.78334775e-04 1.94454926e-06
 1.52963693e-04 1.96404245e-06 1.05409432e+04 5.58822064e+03
 1.18865666e-04 1.81312930e-06 6.01920634e-04 1.26698282e-06
 5.72186262e-04 1.40300622e-06 3.84111601e-04 1.18785438e-06
 1.55400099e-04 7.58448390e-07 3.05309444e-04 8.14530848e-07
 1.01009783e-04 1.73575114e-06]",./circuit_database/AZC/result_folder/2025-0521-220628
AZC,332.329,66.9878,0.000267099,-3.6843825776613253,2025-0521-220628,"[0, -1, 1]","[1.10437889e-12 8.77988750e-13 3.69886557e-05 1.10323247e-06
 7.48116494e-04 1.41589159e-06 6.49810899e-04 1.42075668e-06
 2.92139306e-05 1.95773935e-06 3.26306934e-04 1.91106932e-06
 1.44471490e-04 1.97176755e-06 1.05317194e+04 5.40393171e+03
 1.15386800e-04 1.80150077e-06 5.89426223e-04 1.26698282e-06
 5.54399819e-04 1.37792476e-06 3.78164100e-04 1.19610011e-06
 1.35580844e-04 7.69476821e-07 3.01627699e-04 9.21086492e-07
 9.97245123e-05 1.76818963e-06]",./circuit_database/AZC/result_folder/2025-0521-220628
AZC,407.928,68.7682,0.000270798,-3.6897989667701965,2025-0521-220639,"[0, -1, 1]","[9.63805905e-13 7.14118509e-13 3.33241429e-05 1.14567612e-06
 7.49055163e-04 1.38726025e-06 5.99276174e-04 1.45373637e-06
 3.15093229e-05 1.85977930e-06 3.10672305e-04 1.95628228e-06
 1.43251062e-04 1.93942588e-06 1.03395428e+04 5.36987209e+03
 1.17969705e-04 1.79604967e-06 5.87330125e-04 1.29093427e-06
 5.47696962e-04 1.40300622e-06 4.23959468e-04 1.18785438e-06
 1.51148542e-04 8.03032186e-07 2.95251213e-04 8.42487142e-07
 9.94791068e-05 1.77031696e-06]",./circuit_database/AZC/result_folder/2025-0521-220639
AZC,471.613,70.0281,0.000274648,-3.691556290717453,2025-0521-220639,"[0, -1, 1]","[1.04886035e-12 9.57731812e-13 3.42103718e-05 1.10323247e-06
 8.02666222e-04 1.44057450e-06 6.35417505e-04 1.39114615e-06
 3.15093229e-05 1.77150646e-06 3.29279374e-04 1.90620292e-06
 1.47511350e-04 1.93942588e-06 1.01892431e+04 5.59638564e+03
 1.18762027e-04 1.81766639e-06 6.01608304e-04 1.26581622e-06
 5.54399819e-04 1.45269683e-06 3.96433628e-04 1.12960350e-06
 1.52297822e-04 8.05002710e-07 3.08651014e-04 7.86061716e-07
 1.01415789e-04 1.74142085e-06]",./circuit_database/AZC/result_folder/2025-0521-220639
AZC,485.715,70.284,0.000279772,-3.6851129847698583,2025-0521-220650,"[0, -1, 1]","[1.04886035e-12 1.00782981e-12 3.16344564e-05 1.11895733e-06
 7.63200550e-04 1.40951087e-06 6.62808231e-04 1.52167650e-06
 2.76233913e-05 1.70213423e-06 2.94515830e-04 1.92010589e-06
 1.52108197e-04 1.97006711e-06 1.01687832e+04 5.53271569e+03
 1.18762027e-04 1.78352553e-06 6.03569112e-04 1.29613160e-06
 5.54399819e-04 1.46499276e-06 3.84209678e-04 1.12960350e-06
 1.62479580e-04 7.62928255e-07 3.02235062e-04 7.41519989e-07
 9.91034673e-05 1.74142085e-06]",./circuit_database/AZC/result_folder/2025-0521-220650
AZC,72331.3,113.738,0.0011116,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[2.3930623e-12 1.8266872e-12 3.5083620e-05 1.3956738e-06 6.5036479e-04
 1.6338689e-06 4.3050613e-04 9.0532257e-07 9.2462637e-04 1.4046396e-06
 5.3825799e-05 1.3209171e-06 4.6225151e-04 1.1125841e-06 1.2736921e+04
 1.1221848e+04 3.6989001e-04 1.5910529e-06 9.0241211e-04 5.8851714e-07
 1.3844417e-04 1.3441389e-06 6.9798797e-04 9.1874244e-07 7.1593466e-05
 1.7672012e-06 6.0207793e-04 1.0332046e-06 5.3554488e-04 1.4025750e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,82242.7,114.853,0.00112166,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[2.3930623e-12 2.0140944e-12 3.5083620e-05 1.4351821e-06 6.5036479e-04
 1.6613346e-06 4.3050613e-04 9.0532257e-07 9.2462637e-04 1.4612548e-06
 5.3825799e-05 1.3209171e-06 4.6225151e-04 1.1125841e-06 1.2736921e+04
 1.1153500e+04 3.8107377e-04 1.5910529e-06 9.0241211e-04 5.8851714e-07
 1.8597757e-04 1.3441389e-06 6.4155419e-04 8.8652121e-07 6.7785266e-05
 1.8158064e-06 6.0207793e-04 1.0332046e-06 5.4205698e-04 1.4329029e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,110827.0,117.254,0.00266371,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.8580402e-12 1.0033943e-12 2.8156032e-04 1.8696720e-06 6.1552780e-04
 1.2014669e-06 6.6422450e-04 1.9379218e-06 9.0135269e-05 1.8385497e-06
 5.4825173e-06 1.2344307e-06 9.8370959e-04 8.8918421e-07 9.2963174e+03
 5.1167529e+03 8.2531432e-04 1.5891451e-06 1.1445373e-05 1.4132622e-06
 5.6166429e-04 8.1691849e-07 4.9857894e-04 6.6296849e-07 8.7144197e-04
 1.8982423e-06 8.0173009e-04 1.5637729e-06 8.7810266e-05 1.0814921e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,123768.0,114.288,0.00190668,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[2.5021779e-12 1.3796875e-12 8.9403999e-04 1.4615597e-06 7.5718865e-04
 7.1419049e-07 1.1533189e-04 1.9989366e-06 7.5407850e-05 1.6152021e-06
 8.0555192e-06 1.1601064e-06 6.2403030e-04 8.8272981e-07 5.8525220e+03
 5.7633613e+03 8.2668196e-04 7.0246421e-07 4.9396273e-05 1.2770371e-06
 5.1752903e-04 1.4810014e-06 4.5468495e-04 7.8764413e-07 4.5598976e-04
 1.6746932e-06 2.3931397e-04 1.6405834e-06 4.6675577e-05 1.4984467e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,159257.0,116.375,0.00247095,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.5484102e-12 2.9201945e-12 6.2541821e-04 1.6255996e-06 7.2989782e-04
 7.2092348e-07 2.5304846e-04 1.5607454e-06 3.8251808e-04 1.0688404e-06
 5.4825173e-06 1.6741901e-06 7.7375647e-04 9.4607304e-07 6.5834673e+03
 1.1553523e+04 4.3710860e-04 6.7581618e-07 4.9811220e-05 1.2770371e-06
 7.5996568e-04 1.5203468e-06 4.5468495e-04 7.8067990e-07 3.8917866e-04
 1.5538415e-06 2.1915007e-04 1.5623740e-06 1.5131010e-04 1.5483751e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,105865.0,115.569,0.00138317,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[9.7548738e-13 1.7948627e-12 9.3928305e-04 1.5535683e-06 7.8877731e-04
 5.7377650e-07 2.5304846e-04 1.9989366e-06 7.5407850e-05 9.9995736e-07
 6.6201469e-06 1.9789447e-06 4.8769981e-04 1.0778815e-06 1.2934760e+04
 1.6101074e+04 8.8686607e-04 5.2740450e-07 4.7032419e-05 1.2770371e-06
 7.1057997e-04 1.5839039e-06 4.5551179e-04 9.1794624e-07 3.8917866e-04
 1.6420435e-06 1.9069889e-04 1.6342500e-06 1.5131010e-04 1.8720730e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,123116.0,115.851,0.00170029,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.2970722e-12 1.7782440e-12 8.4459403e-04 9.0153446e-07 7.2989782e-04
 7.9087471e-07 8.5881138e-06 1.5889707e-06 7.5407850e-05 1.1203435e-06
 5.4825173e-06 1.9908216e-06 6.1970984e-04 8.5501250e-07 6.5803350e+03
 1.5183090e+04 4.3710860e-04 7.4444034e-07 5.1649244e-05 1.1786669e-06
 7.5996568e-04 1.5839039e-06 4.5468495e-04 7.8764413e-07 5.5504194e-04
 1.6420435e-06 3.1139597e-04 1.7244751e-06 1.5131010e-04 1.4146923e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,127415.0,116.589,0.0021929,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[9.7548738e-13 1.6260144e-12 6.2541821e-04 1.5535683e-06 7.1777171e-04
 7.9087471e-07 2.5304846e-04 1.9989366e-06 1.5789975e-04 8.0702716e-07
 5.1043216e-06 1.6741901e-06 7.3034811e-04 8.4154942e-07 6.5834673e+03
 5.7633613e+03 4.3710860e-04 8.2329262e-07 4.9508373e-05 1.2809039e-06
 6.9141400e-04 1.7071001e-06 4.5468495e-04 8.7253483e-07 5.9558713e-04
 1.6181461e-06 2.5879685e-04 1.6154671e-06 1.6091041e-04 1.2283166e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,189675.0,117.684,0.00309991,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.4008305e-12 1.6141960e-12 7.6763367e-04 1.7536222e-06 7.7962037e-04
 6.7340056e-07 3.0530471e-04 1.8947821e-06 1.0735061e-04 1.6112673e-06
 6.3533034e-06 1.6302530e-06 9.5506728e-04 8.0098022e-07 8.6548711e+03
 5.4388486e+03 7.8221405e-04 1.0513832e-06 4.7084872e-05 1.3521438e-06
 8.0416439e-04 1.5643657e-06 3.3885203e-04 5.2483023e-07 5.8038678e-04
 1.6550066e-06 2.3570552e-04 1.6342500e-06 4.1114434e-04 9.9336114e-07]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,207085.0,113.619,0.00333996,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.6635530e-12 1.5334113e-12 9.3371415e-04 1.6049620e-06 7.1765605e-04
 8.2056999e-07 6.4713269e-05 1.7987804e-06 3.5090910e-04 1.1869157e-06
 5.0381241e-06 1.5258330e-06 7.3841028e-04 8.6532953e-07 8.0220967e+03
 4.7631323e+03 7.0570724e-04 1.0513832e-06 4.7688169e-05 1.3332840e-06
 6.0777663e-04 1.5643657e-06 3.6758874e-04 9.2347500e-07 1.9056197e-04
 1.5187923e-06 1.7353545e-04 1.5624230e-06 2.8847763e-04 1.6021165e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,251942.0,110.798,0.00417483,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.8724508e-12 1.6791408e-12 9.0684189e-04 1.5454069e-06 7.9350255e-04
 7.9314270e-07 3.6468179e-04 1.7987804e-06 2.7383477e-04 1.4713646e-06
 5.9563981e-06 1.6183047e-06 9.0013875e-04 8.3432235e-07 7.0455708e+03
 3.7006479e+03 3.4657429e-04 9.1088611e-07 4.8457008e-05 1.2279858e-06
 5.8721949e-04 1.6243874e-06 2.8464533e-04 9.4883910e-07 1.7390265e-04
 1.4491994e-06 1.7353545e-04 1.6601728e-06 2.8146827e-04 1.6899835e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,267954.0,111.389,0.00462226,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.9302949e-12 1.6364886e-12 9.0684189e-04 1.5526640e-06 7.8680727e-04
 6.9262205e-07 3.9632310e-04 1.9782353e-06 3.7035145e-04 1.6825072e-06
 6.3181660e-06 1.8070227e-06 8.7533070e-04 8.0098022e-07 7.1504561e+03
 5.4388486e+03 4.4850254e-04 1.0552106e-06 5.0985989e-05 1.2243735e-06
 7.5826846e-04 1.4976337e-06 3.4161465e-04 9.2347500e-07 1.9056197e-04
 1.4668293e-06 1.6729816e-04 1.6342500e-06 3.0098608e-04 1.6021165e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,240442.0,113.221,0.00428334,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.9302949e-12 1.4722426e-12 9.0684189e-04 1.5910897e-06 7.8680727e-04
 6.9262205e-07 3.4522873e-04 1.9455993e-06 3.0976627e-04 1.7424487e-06
 5.9051335e-06 1.8988848e-06 7.6492049e-04 8.0098022e-07 7.1504561e+03
 3.6177610e+03 5.3860660e-04 1.0242201e-06 4.9179347e-05 1.2463170e-06
 7.4762217e-04 1.4438269e-06 3.6101762e-04 8.8232963e-07 1.9056197e-04
 1.4972522e-06 1.9179092e-04 1.6618167e-06 2.9354004e-04 1.6714558e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,251404.0,112.752,0.00415455,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[2.1384574e-12 1.6364886e-12 9.3279860e-04 1.5951672e-06 7.9455489e-04
 7.2231103e-07 2.9071697e-04 1.9782353e-06 3.7035145e-04 1.8248491e-06
 6.3181660e-06 1.8940275e-06 8.5549080e-04 8.0098022e-07 6.9151514e+03
 5.4388486e+03 5.1050354e-04 1.0385236e-06 5.1391082e-05 1.3070693e-06
 7.4278138e-04 1.4976337e-06 3.3662398e-04 8.8225306e-07 2.1993033e-04
 1.4944665e-06 1.7318307e-04 1.6256905e-06 3.1353204e-04 1.7158372e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,282474.0,111.825,0.0051751,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[2.1103794e-12 1.6258711e-12 9.4826298e-04 1.4535242e-06 7.8513467e-04
 6.7974440e-07 3.5886082e-04 1.7484633e-06 4.5800445e-04 1.5795822e-06
 6.6247339e-06 1.8917464e-06 8.3888997e-04 6.4665664e-07 7.0103228e+03
 2.8160950e+03 4.4647770e-04 1.0355807e-06 4.8681944e-05 1.2776775e-06
 7.8945962e-04 1.4996856e-06 3.1122781e-04 8.3310567e-07 1.9031682e-04
 1.4320105e-06 2.0783722e-04 1.6634830e-06 2.8803750e-04 1.5602889e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,236649.0,111.935,0.00403836,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[2.1863544e-12 1.4671990e-12 8.8615227e-04 1.4229648e-06 7.5946900e-04
 6.9301825e-07 3.6856942e-04 1.8667309e-06 3.9802396e-04 1.6997175e-06
 5.6715089e-06 1.8431784e-06 8.3835371e-04 6.9330252e-07 6.9508784e+03
 6.6082104e+03 6.5658393e-04 1.0355807e-06 4.8389891e-05 1.2243735e-06
 6.3501368e-04 1.4474499e-06 2.8133305e-04 8.3718675e-07 2.1643304e-04
 1.4876892e-06 1.8989792e-04 1.6359389e-06 3.1657642e-04 1.7000523e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,222494.0,113.963,0.00349163,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.5776361e-12 1.6932572e-12 9.8039699e-04 1.4533834e-06 7.9418026e-04
 6.8662109e-07 1.9950827e-04 1.5968133e-06 4.3890820e-04 1.7880654e-06
 6.3181660e-06 1.9866679e-06 8.4748573e-04 8.3815502e-07 7.0008564e+03
 5.5082896e+03 4.4474058e-04 1.0355807e-06 4.9967162e-05 1.2179610e-06
 6.9701782e-04 1.5721351e-06 3.3680964e-04 8.9291950e-07 2.5153515e-04
 1.4624943e-06 1.9632911e-04 1.6792704e-06 3.0928283e-04 1.4432461e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,330592.0,111.213,0.00484888,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.6236470e-12 1.7886304e-12 9.8763080e-04 1.4357717e-06 8.4503886e-04
 8.7720417e-07 2.8373394e-04 1.8087939e-06 4.8277076e-04 1.7872736e-06
 6.3181660e-06 1.9324350e-06 8.6896471e-04 6.5469908e-07 7.0550039e+03
 9.1609082e+03 4.7034843e-04 1.0288634e-06 4.9694339e-05 1.1056158e-06
 6.6560548e-04 1.4529883e-06 3.1431715e-04 8.9724188e-07 1.6317971e-04
 1.4484256e-06 2.4904232e-04 1.6414383e-06 3.0453407e-04 1.8238886e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,372856.0,110.495,0.00531815,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[2.0354111e-12 1.8295476e-12 9.4326603e-04 1.4685058e-06 8.1867812e-04
 7.3744468e-07 3.2696457e-04 1.8389275e-06 4.8050276e-04 1.5395849e-06
 6.9641828e-06 1.6979543e-06 9.1306504e-04 6.5531219e-07 7.4611846e+03
 2.8884387e+03 5.0272688e-04 9.6592930e-07 5.6552861e-05 1.1416300e-06
 6.4477505e-04 1.5509884e-06 3.3242171e-04 9.9676242e-07 1.6723787e-04
 1.4623371e-06 2.2408371e-04 1.6428418e-06 3.4464966e-04 1.7144354e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,566169.0,110.447,0.00812816,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.8159588e-12 1.6339949e-12 8.8181475e-04 1.6783575e-06 6.2494428e-04
 9.0136996e-07 4.6100744e-05 1.7973365e-06 3.7910033e-04 1.4685597e-06
 5.6235108e-06 1.7258935e-06 9.2768774e-04 5.6200315e-07 6.0106357e+03
 5.5372310e+03 5.0949701e-04 1.0116883e-06 4.8547838e-05 1.1911231e-06
 6.3317642e-04 9.1760347e-07 3.6208826e-04 9.2966434e-07 1.3883501e-04
 1.4513054e-06 3.3011648e-04 1.6373273e-06 2.6551526e-04 1.6983748e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
AZC,508749.0,108.781,0.00636599,C2P_Simulator,2025-0522-004125,['NSGA-II'],"[1.6932220e-12 1.5683851e-12 9.2269300e-04 1.5731338e-06 7.6020509e-04
 9.8581938e-07 4.3197253e-04 1.6004636e-06 3.6398202e-04 1.6399330e-06
 9.0096528e-06 1.7251436e-06 9.3476952e-04 5.4763467e-07 4.7817368e+03
 5.5372310e+03 5.6031026e-04 9.6335862e-07 4.4034816e-05 1.0331064e-06
 6.1172346e-04 1.3924803e-06 3.3645722e-04 9.2966434e-07 1.3883501e-04
 1.4513054e-06 2.4355169e-04 1.6435627e-06 2.2174630e-04 1.8475672e-06]",./circuit_database/AZC/result_folder/2025-0522-004125
