epoch,total_loss,l1_param,l2_perf_db,l3_perf_gen,sim_calls_per_epoch
0,6413.69210092645,6413.69210092645,0,0,0
1,6251.453670300935,6251.453670300935,0,0,0
2,6068.258977789628,6068.258977789628,0,0,0
3,6063.961773521022,6063.961773521022,0,0,0
4,5797.0284889622735,5797.0284889622735,0,0,0
5,5598.0855327405425,5598.0855327405425,0,0,0
6,5506.557324058132,5506.557324058132,0,0,0
7,5163.417329487048,5163.417329487048,0,0,0
8,5164.046840065404,5164.046840065404,0,0,0
9,4892.0962901868315,4892.0962901868315,0,0,0
10,4965.475543775056,4965.475543775056,0,0,0
11,4859.284981175473,4859.284981175473,0,0,0
12,4654.207243266858,4654.207243266858,0,0,0
13,4576.127186825401,4576.127186825401,0,0,0
14,4345.090339259097,4345.090339259097,0,0,0
15,4395.209544934724,4395.209544934724,0,0,0
16,3974.6511150159336,3974.6511150159336,0,0,0
17,3916.0820585552015,3916.0820585552015,0,0,0
18,3722.750531046014,3722.750531046014,0,0,0
19,3575.703510284424,3575.703510284424,0,0,0
20,3418.4400956003287,3418.4400956003287,0,0,0
21,3353.3300287347092,3353.3300287347092,0,0,0
22,3173.637931020636,3173.637931020636,0,0,0
23,2932.2276233873868,2932.2276233873868,0,0,0
24,2866.796954907869,2866.796954907869,0,0,0
25,2877.157015750283,2877.157015750283,0,0,0
26,2416.5399334556178,2416.5399334556178,0,0,0
27,2400.696687999525,2400.696687999525,0,0,0
28,2318.227071661698,2318.227071661698,0,0,0
29,2230.797707808645,2230.797707808645,0,0,0
30,2076.9350927252517,2076.9350927252517,0,0,0
31,1986.8199894553736,1986.8199894553736,0,0,0
32,1970.9286414698552,1970.9286414698552,0,0,0
33,1917.826144770572,1917.826144770572,0,0,0
34,1812.7580457988538,1812.7580457988538,0,0,0
35,1595.463029961837,1595.463029961837,0,0,0
36,1430.3685128061395,1430.3685128061395,0,0,0
37,1431.7438597428172,1431.7438597428172,0,0,0
38,1452.7881700616133,1452.7881700616133,0,0,0
39,1380.0030268618934,1380.0030268618934,0,0,0
40,1230.0261214406867,1230.0261214406867,0,0,0
41,1139.5194915972259,1139.5194915972259,0,0,0
42,1215.0621085919831,1215.0621085919831,0,0,0
43,1165.3571455102217,1165.3571455102217,0,0,0
44,1097.2326774597168,1097.2326774597168,0,0,0
45,996.6057540993942,996.6057540993942,0,0,0
46,1086.0258060505516,1086.0258060505516,0,0,0
47,842.8994775069388,842.8994775069388,0,0,0
48,731.5576567398874,731.5576567398874,0,0,0
49,823.1514078943353,823.1514078943353,0,0,0
50,562.3057348853663,562.3057348853663,0,0,0
51,745.5223228053043,745.5223228053043,0,0,0
52,839.4731711588407,839.4731711588407,0,0,0
53,735.6484850331357,735.6484850331357,0,0,0
54,588.2002987108732,588.2002987108732,0,0,0
55,518.1219760493228,518.1219760493228,0,0,0
56,549.9944750133313,549.9944750133313,0,0,0
57,597.6397480211759,597.6397480211759,0,0,0
58,523.2168438058151,523.2168438058151,0,0,0
59,457.07650503359343,457.07650503359343,0,0,0
60,444.5448499729759,444.5448499729759,0,0,0
61,457.1015826777408,457.1015826777408,0,0,0
62,440.7842432825189,440.7842432825189,0,0,0
63,371.869123810216,371.869123810216,0,0,0
64,474.5508175398174,474.5508175398174,0,0,0
65,307.3344954440468,307.3344954440468,0,0,0
66,359.0744556753259,359.0744556753259,0,0,0
67,271.2233945852832,271.2233945852832,0,0,0
68,579.1429876026355,579.1429876026355,0,0,0
69,263.5127038453755,263.5127038453755,0,0,0
70,226.41059857920595,226.41059857920595,0,0,0
71,209.3997906885649,209.3997906885649,0,0,0
72,210.56563671011673,210.56563671011673,0,0,0
73,204.79871148812143,204.79871148812143,0,0,0
74,239.92144673749021,239.92144673749021,0,0,0
75,223.91428937410055,223.91428937410055,0,0,0
76,166.51588113684403,166.51588113684403,0,0,0
77,152.06629197221054,152.06629197221054,0,0,0
78,171.3907825444874,171.3907825444874,0,0,0
79,187.85653852161607,187.85653852161607,0,0,0
80,179.31279841849678,179.31279841849678,0,0,0
81,156.90241120363535,156.90241120363535,0,0,0
82,204.0000817399276,204.0000817399276,0,0,0
83,122.14212219966085,122.14212219966085,0,0,0
84,119.0439443776482,119.0439443776482,0,0,0
85,133.36456743039582,133.36456743039582,0,0,0
86,109.67776424006412,109.67776424006412,0,0,0
87,139.98273521975466,139.98273521975466,0,0,0
88,127.79067432252984,127.79067432252984,0,0,0
89,134.87341365688727,134.87341365688727,0,0,0
90,111.79885237467916,111.79885237467916,0,0,0
91,98.24576105569538,98.24576105569538,0,0,0
92,123.10837324983196,123.10837324983196,0,0,0
93,131.44292173887553,131.44292173887553,0,0,0
94,113.84842528794941,113.84842528794941,0,0,0
95,72.156295117579,72.156295117579,0,0,0
96,89.06208024683751,89.06208024683751,0,0,0
97,103.10586166381836,103.10586166381836,0,0,0
98,94.04260965711192,94.04260965711192,0,0,0
99,81.98035428084825,81.98035428084825,0,0,0
