epoch,total_loss,l1_param,l2_perf_db,l3_perf_gen,sim_calls_per_epoch
0,6133.011946828742,6133.011946828742,0,0,0
1,5935.954051770662,5935.954051770662,0,0,0
2,6093.773935819927,6093.773935819927,0,0,0
3,5729.9803466796875,5729.9803466796875,0,0,0
4,5723.37428203382,5723.37428203382,0,0,0
5,5484.816174155788,5484.816174155788,0,0,0
6,5329.964777093184,5329.964777093184,0,0,0
7,5118.982010690789,5118.982010690789,0,0,0
8,5124.24096478914,5124.24096478914,0,0,0
9,4666.221713819002,4666.221713819002,0,0,0
10,4702.537390859504,4702.537390859504,0,0,0
11,4591.175741095292,4591.175741095292,0,0,0
12,4495.000269839638,4495.000269839638,0,0,0
13,4256.613718936318,4256.613718936318,0,0,0
14,4172.12438242059,4172.12438242059,0,0,0
15,4071.1264809056333,4071.1264809056333,0,0,0
16,3896.8736122532896,3896.8736122532896,0,0,0
17,3687.0188502261512,3687.0188502261512,0,0,0
18,3495.4130000064247,3495.4130000064247,0,0,0
19,3427.5051193237305,3427.5051193237305,0,0,0
20,3337.0131362111947,3337.0131362111947,0,0,0
21,3258.6441582127622,3258.6441582127622,0,0,0
22,3010.4777394344933,3010.4777394344933,0,0,0
23,2884.4205912539833,2884.4205912539833,0,0,0
24,2558.6581689934983,2558.6581689934983,0,0,0
25,2553.899431931345,2553.899431931345,0,0,0
26,2301.663666775352,2301.663666775352,0,0,0
27,2255.410484313965,2255.410484313965,0,0,0
28,2146.0912586011386,2146.0912586011386,0,0,0
29,1971.4527834842079,1971.4527834842079,0,0,0
30,1999.1135623329565,1999.1135623329565,0,0,0
31,1613.6928329467773,1613.6928329467773,0,0,0
32,1663.1822338104248,1663.1822338104248,0,0,0
33,1676.364567405299,1676.364567405299,0,0,0
34,1782.866013978657,1782.866013978657,0,0,0
35,1303.9185680590178,1303.9185680590178,0,0,0
36,1348.999310342889,1348.999310342889,0,0,0
37,1202.7587537263569,1202.7587537263569,0,0,0
38,1337.4518278523494,1337.4518278523494,0,0,0
39,1189.72319613005,1189.72319613005,0,0,0
40,1053.8284838827033,1053.8284838827033,0,0,0
41,1159.1917712562963,1159.1917712562963,0,0,0
42,898.7049866726524,898.7049866726524,0,0,0
43,955.228849310624,955.228849310624,0,0,0
44,755.8081519478246,755.8081519478246,0,0,0
45,875.2700389058966,875.2700389058966,0,0,0
46,737.2217810279444,737.2217810279444,0,0,0
47,632.1982582995767,632.1982582995767,0,0,0
48,615.500710788526,615.500710788526,0,0,0
49,575.7055824681332,575.7055824681332,0,0,0
50,591.4096152656957,591.4096152656957,0,0,0
51,426.5025351674933,426.5025351674933,0,0,0
52,464.82216067063183,464.82216067063183,0,0,0
53,493.4456215406719,493.4456215406719,0,0,0
54,557.9041128409536,557.9041128409536,0,0,0
55,533.898176870848,533.898176870848,0,0,0
56,478.3951742774562,478.3951742774562,0,0,0
57,435.08430450841,435.08430450841,0,0,0
58,359.74680187827664,359.74680187827664,0,0,0
