epoch,total_loss,l1_param,l2_perf_db,l3_perf_gen,sim_calls_per_epoch
0,6270.523672003495,6270.523672003495,0,0,0
1,6225.662589625308,6225.662589625308,0,0,0
2,5997.689900448448,5997.689900448448,0,0,0
3,5792.892325150339,5792.892325150339,0,0,0
4,5724.114630448191,5724.114630448191,0,0,0
5,5790.299699482165,5790.299699482165,0,0,0
6,5454.929617630808,5454.929617630808,0,0,0
7,5357.814514160156,5357.814514160156,0,0,0
8,5364.357688502261,5364.357688502261,0,0,0
9,5064.694812975432,5064.694812975432,0,0,0
10,4912.2002009341595,4912.2002009341595,0,0,0
11,4788.804387945878,4788.804387945878,0,0,0
12,4736.573108873869,4736.573108873869,0,0,0
13,4504.951076306795,4504.951076306795,0,0,0
14,4491.744611639726,4491.744611639726,0,0,0
15,4297.906721014726,4297.906721014726,0,0,0
16,4015.2041015625,4015.2041015625,0,0,0
17,3930.3779813866868,3930.3779813866868,0,0,0
18,3625.164062098453,3625.164062098453,0,0,0
19,3521.9135317551463,3521.9135317551463,0,0,0
20,3395.9107413040965,3395.9107413040965,0,0,0
21,3307.38086901213,3307.38086901213,0,0,0
22,3298.214014956826,3298.214014956826,0,0,0
23,2914.663474233527,2914.663474233527,0,0,0
24,2969.2370838366055,2969.2370838366055,0,0,0
25,2789.0775258917556,2789.0775258917556,0,0,0
26,2621.2543724461607,2621.2543724461607,0,0,0
27,2557.241576345343,2557.241576345343,0,0,0
28,2364.9571284243934,2364.9571284243934,0,0,0
29,2315.403070951763,2315.403070951763,0,0,0
30,2238.7688695004113,2238.7688695004113,0,0,0
31,1906.6349075718929,1906.6349075718929,0,0,0
32,1999.6791580601741,1999.6791580601741,0,0,0
33,1799.1779337431255,1799.1779337431255,0,0,0
34,1523.0819891879432,1523.0819891879432,0,0,0
35,1680.6178157204076,1680.6178157204076,0,0,0
36,1508.4005122937654,1508.4005122937654,0,0,0
37,1340.8704071044922,1340.8704071044922,0,0,0
38,1410.8370916466963,1410.8370916466963,0,0,0
39,1317.6768152337324,1317.6768152337324,0,0,0
40,1356.2232256437603,1356.2232256437603,0,0,0
