epoch,total_loss,l1_param,l2_perf_db,l3_perf_gen,sim_calls_per_epoch
0,6706.238004985608,6706.238004985608,0,0,0
1,6419.057131315532,6419.057131315532,0,0,0
2,6343.051862214741,6343.051862214741,0,0,0
3,6134.965673346269,6134.965673346269,0,0,0
4,6071.324864437705,6071.324864437705,0,0,0
5,5878.803023488898,5878.803023488898,0,0,0
6,5773.803784019069,5773.803784019069,0,0,0
7,5425.315870586194,5425.315870586194,0,0,0
8,5395.950437846936,5395.950437846936,0,0,0
9,5137.8552109567745,5137.8552109567745,0,0,0
10,5349.486663015266,5349.486663015266,0,0,0
11,4888.877320942126,4888.877320942126,0,0,0
12,4790.278757195723,4790.278757195723,0,0,0
13,4473.903386969316,4473.903386969316,0,0,0
14,4570.168681094521,4570.168681094521,0,0,0
15,4388.395665620503,4388.395665620503,0,0,0
16,4142.835822255988,4142.835822255988,0,0,0
17,4084.216487683748,4084.216487683748,0,0,0
18,3951.8899977834603,3951.8899977834603,0,0,0
19,3754.5475656609788,3754.5475656609788,0,0,0
20,3476.1752210918226,3476.1752210918226,0,0,0
21,3677.1267001503393,3677.1267001503393,0,0,0
22,3304.486726861251,3304.486726861251,0,0,0
23,3029.762678648296,3029.762678648296,0,0,0
24,3101.228471053274,3101.228471053274,0,0,0
25,2949.8620187859788,2949.8620187859788,0,0,0
26,2651.7350160699143,2651.7350160699143,0,0,0
27,2586.7736788297952,2586.7736788297952,0,0,0
28,2594.577144020482,2594.577144020482,0,0,0
29,2426.6100269116855,2426.6100269116855,0,0,0
30,2291.1108388398825,2291.1108388398825,0,0,0
31,1979.9290936118678,1979.9290936118678,0,0,0
32,2059.2801019768967,2059.2801019768967,0,0,0
33,1892.6620650040477,1892.6620650040477,0,0,0
34,1923.849044197484,1923.849044197484,0,0,0
35,1670.6507755078767,1670.6507755078767,0,0,0
36,1625.4955480475176,1625.4955480475176,0,0,0
37,1640.169431385241,1640.169431385241,0,0,0
38,1392.4785344977129,1392.4785344977129,0,0,0
39,1475.046982915778,1475.046982915778,0,0,0
40,1401.8677962453742,1401.8677962453742,0,0,0
41,1218.6276679791902,1218.6276679791902,0,0,0
42,1225.97167316236,1225.97167316236,0,0,0
43,1136.8758004841052,1136.8758004841052,0,0,0
44,1182.550355810868,1182.550355810868,0,0,0
45,943.6227756299471,943.6227756299471,0,0,0
46,1114.4112132223029,1114.4112132223029,0,0,0
47,1085.917392630326,1085.917392630326,0,0,0
48,1022.4412788591886,1022.4412788591886,0,0,0
49,939.3858292228297,939.3858292228297,0,0,0
50,736.6208021515295,736.6208021515295,0,0,0
51,824.1908361033389,824.1908361033389,0,0,0
52,778.2583365440369,778.2583365440369,0,0,0
53,654.7151575590435,654.7151575590435,0,0,0
54,654.521790554649,654.521790554649,0,0,0
55,601.7618063876504,601.7618063876504,0,0,0
56,523.910520377912,523.910520377912,0,0,0
57,513.2132593958002,513.2132593958002,0,0,0
58,596.2535714601215,596.2535714601215,0,0,0
59,524.490471413261,524.490471413261,0,0,0
60,458.2951161484969,458.2951161484969,0,0,0
61,413.45468450847426,413.45468450847426,0,0,0
62,395.34146981490284,395.34146981490284,0,0,0
63,415.32577160785075,415.32577160785075,0,0,0
64,404.28946309340625,404.28946309340625,0,0,0
65,361.435389418351,361.435389418351,0,0,0
66,397.118715110578,397.118715110578,0,0,0
67,393.6153644762541,393.6153644762541,0,0,0
68,384.1617653997321,384.1617653997321,0,0,0
69,421.7274277335719,421.7274277335719,0,0,0
70,344.33429600063124,344.33429600063124,0,0,0
71,301.61525364925984,301.61525364925984,0,0,0
72,255.70998605928924,255.70998605928924,0,0,0
73,261.0560994273738,261.0560994273738,0,0,0
74,248.23418486118317,248.23418486118317,0,0,0
75,176.33955242759302,176.33955242759302,0,0,0
76,194.23745913254587,194.23745913254587,0,0,0
77,174.98132004235921,174.98132004235921,0,0,0
78,246.58646757979142,246.58646757979142,0,0,0
79,226.2871742499502,226.2871742499502,0,0,0
80,187.1852001390959,187.1852001390959,0,0,0
81,162.92598018520758,162.92598018520758,0,0,0
82,178.68709537857458,178.68709537857458,0,0,0
83,155.65714768986953,155.65714768986953,0,0,0
84,166.70924991682955,166.70924991682955,0,0,0
85,156.46208636384262,156.46208636384262,0,0,0
86,134.70661754357187,134.70661754357187,0,0,0
87,208.3364156484604,208.3364156484604,0,0,0
88,157.35159695148468,157.35159695148468,0,0,0
89,138.8970345195971,138.8970345195971,0,0,0
90,89.82012729268325,89.82012729268325,0,0,0
91,191.8257879897168,191.8257879897168,0,0,0
92,89.2985837271339,89.2985837271339,0,0,0
93,106.63632478212055,106.63632478212055,0,0,0
94,94.02768720451154,94.02768720451154,0,0,0
95,119.34212232890881,119.34212232890881,0,0,0
96,84.05185688012524,84.05185688012524,0,0,0
97,105.15590990217109,105.15590990217109,0,0,0
98,97.00344580098202,97.00344580098202,0,0,0
99,106.52456157458455,106.52456157458455,0,0,0
100,69.37290413128703,69.37290413128703,0,0,0
101,74.39265747446763,74.39265747446763,0,0,0
102,94.85572431589428,94.85572431589428,0,0,0
103,74.58847687746349,74.58847687746349,0,0,0
104,85.21782253917895,85.21782253917895,0,0,0
105,99.84647879161332,99.84647879161332,0,0,0
106,92.01696340347591,92.01696340347591,0,0,0
107,55.951246311790065,55.951246311790065,0,0,0
108,64.22050843583911,64.22050843583911,0,0,0
109,63.4173680669383,63.4173680669383,0,0,0
110,43.81129206168024,43.81129206168024,0,0,0
111,46.512196142422525,46.512196142422525,0,0,0
112,61.4814039060944,61.4814039060944,0,0,0
113,54.38968440106041,54.38968440106041,0,0,0
114,46.87661043593758,46.87661043593758,0,0,0
115,39.63382913250672,39.63382913250672,0,0,0
116,39.88585924474817,39.88585924474817,0,0,0
117,38.420043870022425,38.420043870022425,0,0,0
118,62.11992169210785,62.11992169210785,0,0,0
119,46.683404240169025,46.683404240169025,0,0,0
120,45.2709688058025,45.2709688058025,0,0,0
121,33.1245602824186,33.1245602824186,0,0,0
122,45.40330717438146,45.40330717438146,0,0,0
123,36.25903567985485,36.25903567985485,0,0,0
124,31.36011080835995,31.36011080835995,0,0,0
125,41.15830615005995,41.15830615005995,0,0,0
126,37.52939251849526,37.52939251849526,0,0,0
127,50.42828758609922,50.42828758609922,0,0,0
128,30.994279718712757,30.994279718712757,0,0,0
129,25.58445396862532,25.58445396862532,0,0,0
130,23.526959416113403,23.526959416113403,0,0,0
131,36.952491543794935,36.952491543794935,0,0,0
132,18.119270644689863,18.119270644689863,0,0,0
133,22.2186847376196,22.2186847376196,0,0,0
134,22.857329802293528,22.857329802293528,0,0,0
135,28.899690620209043,28.899690620209043,0,0,0
136,29.903316493097105,29.903316493097105,0,0,0
137,31.81780637016422,31.81780637016422,0,0,0
138,24.409590597215452,24.409590597215452,0,0,0
139,20.433405745970575,20.433405745970575,0,0,0
140,22.271342057930795,22.271342057930795,0,0,0
141,14.559741191173854,14.559741191173854,0,0,0
142,27.960768375741807,27.960768375741807,0,0,0
143,13.67501985164065,13.67501985164065,0,0,0
144,34.869181617310176,34.869181617310176,0,0,0
145,31.86317499530943,31.86317499530943,0,0,0
146,17.549725040009147,17.549725040009147,0,0,0
147,13.918535802709428,13.918535802709428,0,0,0
148,13.102250370540117,13.102250370540117,0,0,0
149,12.289269593201185,12.289269593201185,0,0,0
150,14.659390080131983,14.659390080131983,0,0,0
151,13.40324487497932,13.40324487497932,0,0,0
152,10.454984089261607,10.454984089261607,0,0,0
153,33.19862463991893,33.19862463991893,0,0,0
154,12.132050710289102,12.132050710289102,0,0,0
155,19.65744067414811,19.65744067414811,0,0,0
156,12.887761410129698,12.887761410129698,0,0,0
157,14.524414662075671,14.524414662075671,0,0,0
158,15.106319338083267,15.106319338083267,0,0,0
159,10.343470927131804,10.343470927131804,0,0,0
160,11.698526305587668,11.698526305587668,0,0,0
161,9.45917343779614,9.45917343779614,0,0,0
162,7.555106580257416,7.555106580257416,0,0,0
163,11.521012746974042,11.521012746974042,0,0,0
164,6.468144203487196,6.468144203487196,0,0,0
165,9.09444640812121,9.09444640812121,0,0,0
